,Unnamed: 0,user,timestamp,txt,sentiment,link,included symbols,BTC_returns,DOGE_returns,TSLA_returns,GOOG_returns,AAPL_returns,GME_returns,SPY_returns
488,136,sundarpichai,1612310174,@noam @Google @waze Thanks for your focus on customers and the amazing journey @noam and best wishes!,0.9151,https://twitter.com/sundarpichai/status/1356662728111181824,['google'],1961.80078,0.0056,0.15,0.0,-0.04,-0.03,-0.16
489,137,sundarpichai,1612310556,"RT @MKBHD: Hot take: Samsung has the most improved, most accurate portrait mode on any smartphone camera right now with the S21 https://t.c…",0.5256,https://twitter.com/sundarpichai/status/1356664330440249345,[],1961.80078,0.0056,0.25,1.0,0.04,-0.02,-0.12
490,139,sundarpichai,1612323200,"Congrats @JeffBezos , best wishes for Day 1 and Earth fund. Congrats @ajassy on your new role!",0.9168,https://twitter.com/sundarpichai/status/1356717360841773057,[],1961.80078,0.0056,0.0,-5.0,0.31,-6.87,-0.04
491,162,sundarpichai,1613138631,Hope the Year of the Ox brings peace and good health to everyone! 🐂🧧 #LunarNewYear https://t.co/lPVnN1NvnG,0.8622,https://twitter.com/sundarpichai/status/1360137529521967104,[],-399.33593,-0.003619,-1.0,0.0,0.02,0.04,-0.04
492,163,sundarpichai,1613160211,"We’re proud to partner with 6 Black women-led orgs to bring digital skills training to 100,000 Black women in the U… https://t.co/bmlc24cglE",0.4767,https://twitter.com/sundarpichai/status/1360228043210465284,[],-399.33593,-0.003619,-0.15,-0.25,0.04,0.45,0.09
493,179,sundarpichai,1613613932,"Today we shared 50+ new features across our learning &amp; education products, including Classroom, Meet, Chromebooks a… https://t.co/omCaIdmmuy",0.34,https://twitter.com/sundarpichai/status/1362131085304287232,[],-469.21093,0.010165,-2.94,-12.47,-0.58,0.55,-1.08
494,198,sundarpichai,1614123504,"Password Checkup is coming to @Android, alerting you if a password you entered into an app has been compromised. We… https://t.co/jtcL85zBAR",0.0,https://twitter.com/sundarpichai/status/1364268385006018564,[],880.90625,0.009163,0.18,0.0,0.12,0.0,0.22
495,201,sundarpichai,1614215879,.@Googleorg Fellows worked with researchers around the world to create an open-access platform with millions of ano… https://t.co/ZUZlc9hYUj,0.2732,https://twitter.com/sundarpichai/status/1364655832831385600,['google'],-2611.48047,-0.006388,-3.72,-20.0,-0.25,-8.41,-0.87
496,207,sundarpichai,1614341604,RT @verge: How one of Google’s massive undersea cables detects earthquakes   https://t.co/EMrvhGsyqv https://t.co/rnonhKCxPM,0.0,https://twitter.com/sundarpichai/status/1365183161315958785,['google'],-151.30859,-0.000397,-0.79,26.76,0.19,0.23,0.14
497,209,sundarpichai,1614379358,It’s important that we not let the violence against Asian &amp; Pacific Islander communities fade from the headlines. A… https://t.co/z0ctBbdCTF,0.6242,https://twitter.com/sundarpichai/status/1365341513736097796,[],-151.30859,-0.000397,0.0,0.0,0.02,-0.6,-0.09
498,216,sundarpichai,1614637466,"We’re introducing updates in @GoogleWorkspace designed to help businesses work better across distributed teams, inc… https://t.co/BqwxkJzoaD",0.6808,https://twitter.com/sundarpichai/status/1366424099451408387,['google'],-1252.25391,-0.000337,-0.46,0.0,0.02,1.24,0.03
499,230,sundarpichai,1615203215,"Today at #GoogleForIndia #WomenWill we announced a commitment to support 1M women entrepreneurs in rural India, and… https://t.co/eDLOOnUwwi",0.6486,https://twitter.com/sundarpichai/status/1368797022661189635,['google'],2577.59375,-0.003951,0.09,-27.13,-0.02,0.0,-0.05
500,235,sundarpichai,1615336029,Just feels like yesterday when was working on the first chromebook #cr48. Might be time to update it to the latest… https://t.co/mA8aRkfe6H,0.3612,https://twitter.com/sundarpichai/status/1369354084235481098,[],1184.43359,-0.001994,0.1,0.0,-0.02,-0.1,-0.03
501,242,sundarpichai,1615492879,"50,000+ have graduated from our IT Support Certificate to prepare for careers in IT. We’re now adding Google Career… https://t.co/ZV3gnz3INS",0.4019,https://twitter.com/sundarpichai/status/1370011961145122823,['google'],-473.03125,-0.000569,-0.22,0.44,0.03,0.77,-0.06
502,243,sundarpichai,1615493430,@profgalloway @procload @Google @karaswisher We just announced enrollment is now open for Google Career Certificate… https://t.co/tyoZraoz11,0.0,https://twitter.com/sundarpichai/status/1370014269761187841,['google'],-473.03125,-0.000569,0.57,-1.31,0.0,-0.44,-0.14
503,245,sundarpichai,1615530466,"Thanks for the chat @JustinJBariso, was excited to discuss our new Google Career Certificates program https://t.co/JY3t0u8jbV",0.6486,https://twitter.com/sundarpichai/status/1370169610780086273,['google'],3910.9961,0.007083,-23.19,-25.98,-2.31,-9.1,-2.88
504,249,sundarpichai,1615617954,"""To build a better world from the Covid crisis, we need a global push to connect the world’s young people."" Couldn’… https://t.co/7jqd75L5Sx",-0.296,https://twitter.com/sundarpichai/status/1370536562836996098,[],-1940.76953,-0.00384,-3.09,3.08,-0.1,2.23,-0.19
505,260,sundarpichai,1616090683,"Our US economic impact in 2020: Google’s products helped provide $426B of economic activity for 2M businesses, publ… https://t.co/URIjqLloiN",0.0,https://twitter.com/sundarpichai/status/1372534431332904962,['google'],487.73046,0.000945,0.26,-0.15,0.01,0.29,0.03
506,264,sundarpichai,1616134228,We’re proud to employ Dreamers at Google. Glad to see the passage of the American Dream and Promise Act to ensure t… https://t.co/ILgWbzQ8qr,0.9001,https://twitter.com/sundarpichai/status/1372717071839109120,['google'],-33.00781,0.000633,9.47,6.4,0.71,4.03,-0.36
507,266,sundarpichai,1616151155,"Excited to see Live Caption roll out on @GoogleChrome, making audio content more accessible for everyone. The real-… https://t.co/ckQweksCCu",0.34,https://twitter.com/sundarpichai/status/1372788068952903686,['google'],-33.00781,0.000633,0.0,6.4,-0.03,0.0,0.0
508,268,sundarpichai,1616201310,A Google data center is twice as energy efficient as a typical enterprise data center: we now deliver 7x as much co… https://t.co/3fBbXRYEiv,0.5994,https://twitter.com/sundarpichai/status/1372998434349670401,['google'],-33.00781,0.000633,7.6,3.21,0.18,-6.0,-0.34
509,274,sundarpichai,1616459296,@caesars @Google Thank you Caesar for all of your contributions over the years. Will always have fond memories of o… https://t.co/f0Okj7Yy99,0.6597,https://twitter.com/sundarpichai/status/1374080507013566465,['google'],209.80078,-0.001406,-1.36,-1.0,-0.33,3.49,-0.98
510,275,sundarpichai,1616459507,I met @GoogleStartups Black Founders Fund recipient @SeyiFabo (virtually) back in October - inspired by his work an… https://t.co/hyHu01UAgt,0.4939,https://twitter.com/sundarpichai/status/1374081389973282818,['google'],209.80078,-0.001406,-1.36,-1.0,-0.33,3.49,-0.98
511,291,sundarpichai,1617085613,"Happy #Holi! (Search ""Holi"" on Google for a colorful surprise:) https://t.co/2huhS64zKZ",0.6114,https://twitter.com/sundarpichai/status/1376707468995088387,['google'],1.14062,-0.000243,-2.46,4.05,-0.44,1.06,-0.6
512,292,sundarpichai,1617131110,Helpful new AI-powered features are coming to @GoogleMaps: the next generation of Live View indoors to help you nav… https://t.co/vbCxyFA8Xt,0.6705,https://twitter.com/sundarpichai/status/1376898299140087815,['google'],1.14062,-0.000243,-0.38,-0.41,-0.02,-0.48,0.02
513,304,sundarpichai,1617345786,"@StevenLevy @kvox Thanks! It was my interview day actually, still waiting for the reveal that the past 17 years have been one long prank:)",0.4926,https://twitter.com/sundarpichai/status/1377798715780472833,[],-1780.42187,-0.00186,42.05,1.0,0.12,-0.81,1.06
514,312,sundarpichai,1617835008,"...and we're back:) Join us May 18-20 for #GoogleIO live, online, and free for everyone. https://t.co/763eVjWpYE https://t.co/Sk3tUnLme0",0.6705,https://twitter.com/sundarpichai/status/1379850658694635521,['google'],2275.01563,0.002436,0.0,0.0,-0.02,0.0,-0.02
515,378,sundarpichai,1618423627,Excited that we're launching a new @GoogleCloud region in Poland. Thank you PM @MorawieckiM for your partnership -… https://t.co/yjNs2xjuyB,0.5994,https://twitter.com/sundarpichai/status/1382319507469864968,['google'],204.31641,0.06069,0.49,-1.37,-0.03,0.1,-0.09
516,404,sundarpichai,1618510240,Our planet has seen rapid environmental change in the past half-century -- more than any other point in human histo… https://t.co/mXDhHuhhDP,0.0,https://twitter.com/sundarpichai/status/1382682787912642567,[],-1741.22266,0.183663,-0.78,0.38,0.0,1.06,-0.02
517,407,sundarpichai,1618520694,"To help with equitable COVID-19 vaccine distribution efforts globally, we’re providing 250,000 vaccines to countrie… https://t.co/1yP65qFboP",0.4019,https://twitter.com/sundarpichai/status/1382726635728740354,[],-1741.22266,0.183663,0.0,0.0,0.0,0.1,0.0
518,436,sundarpichai,1618894404,Congrats @NASA Ingenuity on your historic flight! #MarsHelicopter https://t.co/zUk3DuJ8Ds,0.5707,https://twitter.com/sundarpichai/status/1384294088237715460,[],748.76562,-0.087818,0.58,-0.53,0.2,0.82,0.43
519,457,sundarpichai,1619047334,"Proud that we’ve matched our operations with 100% renewable energy 4 years in a row.

5 of our data centers are run… https://t.co/ftYadTjXjw",0.6369,https://twitter.com/sundarpichai/status/1384935522792050688,[],-2143.8164,-0.045958,0.0,0.0,0.01,0.0,-0.06
520,470,sundarpichai,1619128583,"Glad to see the US government announcing an ambitious, yet attainable goal to cut greenhouse gas emissions by 50%+… https://t.co/fFKHw9JRP3",0.6124,https://twitter.com/sundarpichai/status/1385276305365635078,[],-668.6211,-0.012458,-0.31,0.0,0.0,0.15,0.0
521,489,sundarpichai,1619223719,Thanks @afreedma for the conversation -- happy to share what we’re learning as we work to achieve 24/7 carbon-free… https://t.co/KE351vHJZp,0.8316,https://twitter.com/sundarpichai/status/1385675338282270720,[],-1042.78515,0.021703,1.6,-7.9,-0.3,2.2,0.5
522,504,sundarpichai,1619427234,Devastated to see the worsening Covid crisis in India. Google &amp; Googlers are providing Rs 135 Crore in funding to… https://t.co/yOiEFLFiCy,-0.9022,https://twitter.com/sundarpichai/status/1386528938889908231,['google'],1011.36328,0.001514,0.2,-7.9,0.0,0.0,-0.03
523,512,sundarpichai,1619487027,"Excited for this partnership with @Univision to help them innovate, inform, and engage Spanish-speaking audiences a… https://t.co/IWLmQtoq1x",0.8658,https://twitter.com/sundarpichai/status/1386779729743601664,[],1011.36328,0.001514,-6.88,6.2,0.11,-2.55,0.32
524,544,sundarpichai,1619661700,@PoppyHarlowCNN @Google Appreciate the conversation @PoppyHarlowCNN and thank you for continuing to bring awareness… https://t.co/xnV4QKn6T2,0.6369,https://twitter.com/sundarpichai/status/1387512362224164865,['google'],-1269.59375,-0.018513,7.02,6.79,0.72,-1.05,1.44
